"unit__commodity__direction";"unit";"commodity";"direction";"75FI_Dummy";"Elec";"to_node";"vom_cost";1000.000000000
"unit__commodity__direction";"unit";"commodity";"direction";"75FI_Heat_Dummy";"Heat";"to_node";"vom_cost";1000.000000000
"unit__commodity__direction";"unit";"commodity";"direction";"74FI_Biomass_High_Importer";"Biomass_High";"to_node";"fuel_cost";22.000000000
"unit__commodity__direction";"unit";"commodity";"direction";"74FI_Biomass_Low_Importer";"Biomass_Low";"to_node";"fuel_cost";16.419705000
"unit__commodity__direction";"unit";"commodity";"direction";"74FI_Coal_Importer";"Coal";"to_node";"fuel_cost";13.690430000
"unit__commodity__direction";"unit";"commodity";"direction";"74FI_Gas_Importer";"Gas";"to_node";"fuel_cost";25.059690000
"unit__commodity__direction";"unit";"commodity";"direction";"74FI_Heat_Biomass_High_Importer";"Biomass_High";"to_node";"fuel_cost";22.000000000
"unit__commodity__direction";"unit";"commodity";"direction";"74FI_Heat_Biomass_Low_Importer";"Biomass_Low";"to_node";"fuel_cost";16.419705000
"unit__commodity__direction";"unit";"commodity";"direction";"74FI_Heat_Coal_Importer";"Coal";"to_node";"fuel_cost";13.690430000
"unit__commodity__direction";"unit";"commodity";"direction";"74FI_Heat_Gas_Importer";"Gas";"to_node";"fuel_cost";25.059690000
"unit__commodity__direction";"unit";"commodity";"direction";"74FI_Heat_Oil_Importer";"Oil";"to_node";"fuel_cost";50.079220000
"unit__commodity__direction";"unit";"commodity";"direction";"74FI_Oil_Importer";"Oil";"to_node";"fuel_cost";50.079220000
"unit__commodity__direction";"unit";"commodity";"direction";"75FI_Biomass_High_Importer";"Biomass_High";"to_node";"fuel_cost";22.000000000
"unit__commodity__direction";"unit";"commodity";"direction";"75FI_Biomass_Low_Importer";"Biomass_Low";"to_node";"fuel_cost";16.419705000
"unit__commodity__direction";"unit";"commodity";"direction";"75FI_Coal_Importer";"Coal";"to_node";"fuel_cost";13.690430000
"unit__commodity__direction";"unit";"commodity";"direction";"75FI_Gas_Importer";"Gas";"to_node";"fuel_cost";25.059690000
"unit__commodity__direction";"unit";"commodity";"direction";"75FI_Heat_Biomass_High_Importer";"Biomass_High";"to_node";"fuel_cost";22.000000000
"unit__commodity__direction";"unit";"commodity";"direction";"75FI_Heat_Biomass_Low_Importer";"Biomass_Low";"to_node";"fuel_cost";16.419705000
"unit__commodity__direction";"unit";"commodity";"direction";"75FI_Heat_Coal_Importer";"Coal";"to_node";"fuel_cost";13.690430000
"unit__commodity__direction";"unit";"commodity";"direction";"75FI_Heat_Gas_Importer";"Gas";"to_node";"fuel_cost";25.059690000
"unit__commodity__direction";"unit";"commodity";"direction";"75FI_Heat_Oil_Importer";"Oil";"to_node";"fuel_cost";50.079220000
"unit__commodity__direction";"unit";"commodity";"direction";"75FI_Nuclear_Importer";"Nuclear";"to_node";"fuel_cost";1.692000000
"unit__commodity__direction";"unit";"commodity";"direction";"75FI_Oil_Importer";"Oil";"to_node";"fuel_cost";50.079220000
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_Biomass1";"Biomass_Low";"Elec";"variable_heat_rate";2.596796947
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_Biomass1";"Biomass_Low";"Elec";"variable_heat_rate";2.596796947
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_Biomass1CHP";"Biomass_Low";"Elec";"variable_heat_rate";4.371695321
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_Biomass1CHP";"Biomass_Low";"Elec";"variable_heat_rate";4.371695321
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_Heat_Biomass1Heat";"Biomass_Low";"Heat";"variable_heat_rate";1.197764704
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_Heat_Biomass1Heat";"Biomass_Low";"Heat";"variable_heat_rate";1.197764704
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_Biomass2";"Biomass_High";"Elec";"variable_heat_rate";2.566024655
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_Biomass2";"Biomass_High";"Elec";"variable_heat_rate";2.566024655
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_Biomass2CHP";"Biomass_High";"Elec";"variable_heat_rate";3.419053016
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_Biomass2CHP";"Biomass_High";"Elec";"variable_heat_rate";3.419053016
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_Heat_Biomass2Heat";"Biomass_High";"Heat";"variable_heat_rate";1.209937181
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_Heat_Biomass2Heat";"Biomass_High";"Heat";"variable_heat_rate";1.209937181
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_Nuclear";"Nuclear";"Elec";"variable_heat_rate";2.380952380
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_OCGT";"Gas";"Elec";"variable_heat_rate";2.147852147
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_Gas";"Gas";"Elec";"variable_heat_rate";1.548137397
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_Gas";"Gas";"Elec";"variable_heat_rate";1.548137397
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_GasCHP";"Gas";"Elec";"variable_heat_rate";2.493058938
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_GasCHP";"Gas";"Elec";"variable_heat_rate";2.493058938
"unit__commodity__commodity";"unit";"commodity";"commodity";"75FI_Heat_GasHeat";"Gas";"Heat";"variable_heat_rate";1.117569948
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_Heat_GasHeat";"Gas";"Heat";"variable_heat_rate";1.117569948
"unit__commodity__commodity";"unit";"commodity";"commodity";"74FI_Coal";"Coal";"Elec";"variable_heat_rate";2.099368975
